gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx950,256,36,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,70.7422,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,43.4829,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce,1.7%,114.2251,0,0,0,190.35,10581.06,
gfx950,256,40,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,67.3991,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,0.8%,43.5446,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce,1.6%,110.9437,0,0,0,217.76,10894.69,
gfx950,256,44,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,67.2795,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,0.8%,43.8458,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_persist,1.6%,111.1253,0,0,0,239.15,10877.55,
gfx950,256,48,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,67.434,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,0.8%,43.9257,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce,1.6%,111.3597,0,0,0,260.34,10855.31,
gfx950,256,52,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,71.76700000000001,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,43.6059,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_persist,1.6%,115.3729,0,0,0,272.22,10478.35,
gfx950,256,56,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,71.9398,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4,0.0%,44.0648,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_persist,1.6%,116.0046,0,0,0,291.56,10421.93,
gfx950,256,60,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,71.8849,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,43.9979,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce,1.6%,115.8828,0,0,0,312.72,10433.52,
gfx950,256,64,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,71.9816,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3,0.0%,44.2027,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2,1.6%,116.1843,0,0,0,332.7,10407.08,
gfx950,256,72,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,72.35849999999999,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3,0.0%,44.7389,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2,1.6%,117.0974,0,0,0,371.37,10327.19,
gfx950,256,84,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,75.5437,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4,0.0%,45.9074,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2_persist,1.6%,121.4511,0,0,0,417.73,9958.81,
gfx950,256,96,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,75.5189,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3,0.0%,46.4354,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2_persist,1.6%,121.9543,0,0,0,475.44,9919.53,
gfx950,256,128,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,75.11070000000001,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4,0.0%,47.2755,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2_persist,1.6%,122.3862,0,0,0,631.68,9889.34,
gfx950,256,256,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,82.8093,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_fp4,0.8%,55.1245,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce,1.6%,137.9338,0,0,0,1120.96,8791.74,
gfx950,256,512,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,113.6607,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4_bnt0,0.0%,78.3231,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_persist_sbm128,1.6%,191.9838,0,0,0,1610.75,6341.14,
gfx950,256,1024,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,177.9305,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3,0.0%,124.9314,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist_sbm128,1.6%,302.8619,0,0,0,2042.1,4050.8,
gfx950,256,2048,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,296.2493,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,223.2285,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist_sbm128,1.6%,519.4778,0,0,0,2381.14,2398.0,
gfx950,256,4096,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,536.0951,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,404.614,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_sbm128,1.6%,940.7091,0,0,0,2629.83,1364.35,
gfx950,256,8192,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,985.5051,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,770.6967,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_sbm128,1.6%,1756.2018,0,0,0,2817.33,773.8,
gfx950,256,16384,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1919.1217,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,1516.8828,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_sbm128,1.6%,3436.0045,0,0,0,2879.97,439.45,
gfx950,256,32768,6144,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,3707.7669,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,3060.0926,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist_sbm128,1.6%,6767.8595,0,0,0,2924.29,267.73,
